"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48325","Medina County, TX","9,487","0","2,068","295","21.8","3.1","7,419","295","78.2","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48325","Medina County, TX","9,193","0","2,015","301","21.9","3.3","7,177","301","78.1","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48327","Menard County, TX","481","0","114","25","23.7","5.2","367","25","76.3","5.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48327","Menard County, TX","515","0","134","26","26.0","5.0","381","26","74.0","5.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48327","Menard County, TX","521","0","139","25","26.7","4.8","382","25","73.3","4.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48327","Menard County, TX","530","0","165","25","31.1","4.7","365","25","68.9","4.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48327","Menard County, TX","564","0","165","26","29.3","4.6","398","26","70.7","4.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48327","Menard County, TX","568","0","178","28","31.4","4.9","390","28","68.6","4.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48327","Menard County, TX","528","0","182","26","34.5","5.0","346","26","65.5","5.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48329","Midland County, TX","26,901","0","3,608","610","13.4","2.3","23,293","610","86.6","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48329","Midland County, TX","27,402","0","3,758","613","13.7","2.2","23,644","613","86.3","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48329","Midland County, TX","27,166","0","3,929","615","14.5","2.3","23,237","615","85.5","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48329","Midland County, TX","26,949","0","4,629","628","17.2","2.3","22,320","628","82.8","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48329","Midland County, TX","26,524","0","4,492","625","16.9","2.4","22,032","625","83.1","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48329","Midland County, TX","25,873","0","4,575","629","17.7","2.4","21,298","629","82.3","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48329","Midland County, TX","25,078","0","4,384","602","17.5","2.4","20,694","602","82.5","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48331","Milam County, TX","5,054","0","841","163","16.6","3.2","4,213","163","83.4","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48331","Milam County, TX","5,016","0","711","133","14.2","2.7","4,305","133","85.8","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48331","Milam County, TX","5,054","0","902","148","17.8","2.9","4,152","148","82.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48331","Milam County, TX","5,056","0","1,027","147","20.3","2.9","4,029","147","79.7","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48331","Milam County, TX","4,934","0","1,056","150","21.4","3.1","3,878","150","78.6","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48331","Milam County, TX","5,141","0","1,140","165","22.2","3.2","4,001","165","77.8","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48331","Milam County, TX","5,026","0","1,072","158","21.3","3.1","3,954","158","78.7","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48333","Mills County, TX","1,020","0","200","44","19.6","4.3","820","44","80.4","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48333","Mills County, TX","1,047","0","204","39","19.5","3.7","843","39","80.5","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48333","Mills County, TX","1,038","0","243","41","23.4","3.9","795","41","76.6","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48333","Mills County, TX","1,061","0","318","44","30.0","4.1","743","44","70.0","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48333","Mills County, TX","1,033","0","306","42","29.6","4.1","727","42","70.4","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48333","Mills County, TX","1,047","0","285","42","27.2","4.0","763","42","72.8","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48333","Mills County, TX","1,022","0","270","42","26.4","4.1","752","42","73.6","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48335","Mitchell County, TX","1,340","0","223","48","16.6","3.6","1,117","48","83.4","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48335","Mitchell County, TX","1,363","0","203","43","14.9","3.2","1,160","43","85.1","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48335","Mitchell County, TX","1,364","0","245","46","18.0","3.4","1,119","46","82.0","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48335","Mitchell County, TX","1,376","0","290","47","21.1","3.4","1,086","47","78.9","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48335","Mitchell County, TX","1,404","0","279","45","19.9","3.2","1,125","45","80.1","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48335","Mitchell County, TX","1,476","0","299","53","20.2","3.6","1,177","53","79.8","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48335","Mitchell County, TX","1,479","0","283","51","19.1","3.5","1,197","51","80.9","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48337","Montague County, TX","4,040","0","714","137","17.7","3.4","3,326","137","82.3","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48337","Montague County, TX","4,010","0","652","119","16.3","3.0","3,358","119","83.7","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48337","Montague County, TX","4,066","0","673","112","16.6","2.8","3,393","112","83.4","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48337","Montague County, TX","4,112","0","863","126","21.0","3.1","3,249","126","79.0","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48337","Montague County, TX","4,164","0","947","129","22.7","3.1","3,217","129","77.3","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48337","Montague County, TX","4,193","0","954","141","22.7","3.4","3,240","141","77.3","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48337","Montague County, TX","4,182","0","847","132","20.3","3.2","3,335","132","79.7","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48339","Montgomery County, TX","105,873","0","13,428","1,936","12.7","1.8","92,445","1,936","87.3","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48339","Montgomery County, TX","102,914","0","12,481","1,740","12.1","1.7","90,433","1,740","87.9","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48339","Montgomery County, TX","99,268","0","13,410","1,685","13.5","1.7","85,858","1,685","86.5","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48339","Montgomery County, TX","95,637","0","14,796","1,690","15.5","1.8","80,841","1,690","84.5","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48339","Montgomery County, TX","93,008","0","16,276","1,770","17.5","1.9","76,731","1,770","82.5","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48339","Montgomery County, TX","90,377","0","15,380","1,861","17.0","2.1","74,997","1,861","83.0","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48339","Montgomery County, TX","86,895","0","13,226","1,552","15.2","1.8","73,669","1,552","84.8","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48341","Moore County, TX","3,527","0","675","129","19.1","3.7","2,852","129","80.9","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48341","Moore County, TX","3,603","0","653","122","18.1","3.4","2,950","122","81.9","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48341","Moore County, TX","3,599","0","698","119","19.4","3.3","2,901","119","80.6","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48341","Moore County, TX","3,537","0","841","123","23.8","3.5","2,696","123","76.2","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48341","Moore County, TX","3,517","0","876","124","24.9","3.5","2,641","124","75.1","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48341","Moore County, TX","3,476","0","803","123","23.1","3.5","2,672","123","76.9","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48341","Moore County, TX","3,386","0","778","124","23.0","3.7","2,608","124","77.0","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48343","Morris County, TX","2,597","0","399","85","15.4","3.3","2,198","85","84.6","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48343","Morris County, TX","2,633","0","396","78","15.0","3.0","2,237","78","85.0","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48343","Morris County, TX","2,670","0","430","80","16.1","3.0","2,240","80","83.9","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48343","Morris County, TX","2,727","0","532","84","19.5","3.1","2,195","84","80.5","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48343","Morris County, TX","2,747","0","555","90","20.2","3.3","2,192","90","79.8","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48343","Morris County, TX","2,787","0","561","86","20.1","3.1","2,226","86","79.9","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48343","Morris County, TX","2,719","0","521","90","19.2","3.3","2,198","90","80.8","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48345","Motley County, TX","255","0","56","13","22.0","5.1","199","13","78.0","5.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48345","Motley County, TX","254","0","53","11","20.9","4.3","201","11","79.1","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48345","Motley County, TX","256","0","61","11","23.8","4.3","195","11","76.2","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48345","Motley County, TX","271","0","72","12","26.6","4.4","199","12","73.4","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48345","Motley County, TX","266","0","70","11","26.2","4.2","197","11","73.8","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48345","Motley County, TX","256","0","66","11","25.7","4.3","190","11","74.3","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48345","Motley County, TX","259","0","65","12","25.1","4.4","194","12","74.9","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48347","Nacogdoches County, TX","10,769","0","1,663","305","15.4","2.8","9,106","305","84.6","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48347","Nacogdoches County, TX","10,940","0","1,500","271","13.7","2.5","9,440","271","86.3","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48347","Nacogdoches County, TX","10,855","0","1,859","294","17.1","2.7","8,996","294","82.9","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48347","Nacogdoches County, TX","10,864","0","2,284","310","21.0","2.9","8,580","310","79.0","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48347","Nacogdoches County, TX","10,740","0","2,309","310","21.5","2.9","8,431","310","78.5","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48347","Nacogdoches County, TX","10,659","0","2,362","323","22.2","3.0","8,297","323","77.8","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48347","Nacogdoches County, TX","10,498","0","2,069","307","19.7","2.9","8,428","307","80.3","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48349","Navarro County, TX","9,385","0","1,612","272","17.2","2.9","7,773","272","82.8","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48349","Navarro County, TX","9,327","0","1,509","258","16.2","2.8","7,818","258","83.8","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48349","Navarro County, TX","9,335","0","1,671","264","17.9","2.8","7,664","264","82.1","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48349","Navarro County, TX","9,254","0","1,944","263","21.0","2.8","7,310","263","79.0","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48349","Navarro County, TX","9,099","0","1,942","257","21.3","2.8","7,156","257","78.7","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48349","Navarro County, TX","9,188","0","1,952","257","21.3","2.8","7,235","257","78.7","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48349","Navarro County, TX","8,971","0","1,942","273","21.6","3.0","7,029","273","78.4","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48351","Newton County, TX","3,025","0","489","106","16.2","3.5","2,536","106","83.8","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48351","Newton County, TX","3,008","0","427","89","14.2","3.0","2,581","89","85.8","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48351","Newton County, TX","3,029","0","486","93","16.0","3.1","2,543","93","84.0","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48351","Newton County, TX","2,999","0","614","96","20.5","3.2","2,385","96","79.5","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48351","Newton County, TX","2,941","0","594","94","20.2","3.2","2,347","94","79.8","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48351","Newton County, TX","3,013","0","681","108","22.6","3.6","2,332","108","77.4","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48351","Newton County, TX","2,974","0","600","105","20.2","3.5","2,375","105","79.8","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48353","Nolan County, TX","2,778","0","381","85","13.7","3.1","2,397","85","86.3","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48353","Nolan County, TX","2,826","0","382","77","13.5","2.7","2,444","77","86.5","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48353","Nolan County, TX","2,883","0","479","88","16.6","3.1","2,404","88","83.4","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48353","Nolan County, TX","2,966","0","604","93","20.4","3.1","2,362","93","79.6","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","48353","Nolan County, TX","2,947","0","626","95","21.2","3.2","2,322","95","78.8","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","48353","Nolan County, TX","3,043","0","654","104","21.5","3.4","2,389","104","78.5","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","48353","Nolan County, TX","3,027","0","618","104","20.4","3.4","2,409","104","79.6","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","48355","Nueces County, TX","65,706","0","8,956","1,328","13.6","2.0","56,750","1,328","86.4","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","48355","Nueces County, TX","66,380","0","9,484","1,295","14.3","2.0","56,896","1,295","85.7","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","48355","Nueces County, TX","66,314","0","11,003","1,429","16.6","2.2","55,311","1,429","83.4","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","48355","Nueces County, TX","66,056","0","11,972","1,369","18.1","2.1","54,084","1,369","81.9","2.1"
